Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ACCT,2301,HON,13.0,4.0,11.0,9.0,11.0,1.0,8.0,,,,,,,,,,,,"Files, Rebecca L","Ai, Lanru",,,,
ACCT,2302,001,5.0,9.0,,1.0,19.0,7.0,2.0,6.0,2.0,,5.0,,1.0,,,,2.0,,"Zolton, Kathy","Weber, Josiah C",,,,
ACCT,2302,002,4.0,15.0,,1.0,14.0,2.0,,9.0,1.0,,4.0,1.0,4.0,,,,4.0,,"Zolton, Kathy","Weber, Josiah C",,,,
ACCT,2302,003,16.0,6.0,6.0,2.0,6.0,1.0,4.0,5.0,3.0,2.0,,5.0,2.0,,,,1.0,,"Copat, Rafael","Soppannavar, Gauri C",,,,
ACCT,2302,004,17.0,12.0,8.0,4.0,1.0,2.0,3.0,1.0,4.0,1.0,,3.0,1.0,,,,3.0,,"Copat, Rafael","Soppannavar, Gauri C",,,,
ACCT,2302,005,18.0,8.0,6.0,4.0,10.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,,,1.0,,"Copat, Rafael","Soppannavar, Gauri C",,,,
ACCT,2302,006,6.0,11.0,,6.0,13.0,,9.0,5.0,,2.0,,,1.0,,,,1.0,,"Zolton, Kathy","Soppannavar, Gauri C",,,,
ACCT,2302,501,3.0,8.0,1.0,2.0,5.0,3.0,4.0,2.0,5.0,4.0,,,3.0,,,,2.0,,"Natarajan, Ramachandran","Muse, Abigail M",,,,
ACCT,3312,001,11.0,16.0,7.0,6.0,3.0,,6.0,1.0,1.0,,1.0,,,,,,1.0,,"Johnson, Jennifer G","Bull, Garrett M",,,,
ACCT,3322,001,10.0,6.0,6.0,4.0,4.0,,1.0,,,,,,1.0,,,,4.0,,"Islam, Naser","Rashmi, Richa",,,,
ACCT,3331,001,,19.0,,,16.0,,5.0,13.0,,,4.0,,2.0,,,,1.0,,"Zhang, Yuan","Wang, Xiao",,,,
ACCT,3331,002,,17.0,,,13.0,,7.0,14.0,,,5.0,,,,,,3.0,,"Zhang, Yuan","Wang, Xiao",,,,
ACCT,3331,003,,11.0,,,14.0,,10.0,14.0,,,7.0,,2.0,,,,1.0,,"Zhang, Yuan","Wang, Xiao",,,,
ACCT,3331,501,2.0,2.0,3.0,1.0,6.0,2.0,2.0,1.0,3.0,1.0,3.0,,,,,,,,"Solcher, Steven J","Li, Catherine X",,,,
ACCT,3332,001,8.0,8.0,1.0,2.0,9.0,,4.0,9.0,,1.0,3.0,7.0,1.0,,,,7.0,,"Bortz, Tiffany A","Mckenzie, Dylan",,,,
ACCT,3332,501,,6.0,2.0,5.0,1.0,3.0,,,5.0,3.0,2.0,,1.0,,,,1.0,,"Kromer, Jeffrey R","Mckenzie, Dylan",,,,
ACCT,3332,PPA,15.0,9.0,7.0,2.0,10.0,7.0,4.0,4.0,2.0,2.0,5.0,3.0,,,,,,,"Bortz, Tiffany A","Mckenzie, Dylan",,,,
ACCT,3341,001,2.0,11.0,9.0,11.0,7.0,9.0,5.0,2.0,,,,,1.0,,,,2.0,,"Natarajan, Ramachandran","Muse, Abigail M",,,,
ACCT,3341,501,2.0,8.0,4.0,7.0,8.0,5.0,3.0,,3.0,,,,,,,,1.0,,"Natarajan, Ramachandran","Muse, Abigail M",,,,
ACCT,3350,001,2.0,12.0,8.0,8.0,10.0,3.0,,2.0,,,,,,,,,3.0,,"Solcher, Steven J","Li, Catherine X",,,,
ACCT,3350,501,,10.0,6.0,10.0,8.0,6.0,1.0,3.0,,,,,1.0,,,,,,"Frost, Sandra M","Li, Catherine X",,,,
ACCT,4301,501,,2.0,,3.0,,4.0,3.0,4.0,2.0,3.0,,,1.0,,,,,,"Hagen, John","Ananthula, Pooja",,,,
ACCT,4302,PPA,6.0,9.0,19.0,20.0,9.0,5.0,1.0,,1.0,,,,,,,,,,"Markov, Stanimir G","Manoj Vasudha Shivaani, Fnu",,,,
ACCT,4334,001,,12.0,,1.0,10.0,,,15.0,3.0,,3.0,,2.0,,,,4.0,,"Linsteadt, Chris C",,,,,
ACCT,4334,501,,10.0,,,12.0,,,5.0,,2.0,3.0,,2.0,,,,,,"Linsteadt, Chris C",,,,,
ACCT,4334,PPA,,23.0,,,35.0,,,10.0,,,1.0,,,,1.0,,,,"Linsteadt, Chris C",,,,,
ACCT,4336,001,,3.0,6.0,8.0,6.0,2.0,1.0,,,,,,,,,,1.0,,"Gurun, Umit G","Gu, Dongdi",,,,
ACCT,4337,501,,2.0,3.0,5.0,4.0,2.0,2.0,,3.0,1.0,2.0,,,,,,1.0,,"Ballew, Gregory","Weber, Josiah C",,,,
ACCT,4340,001,12.0,12.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,2.0,,,,2.0,,"Johnson, Jennifer G","Bull, Garrett M",,,,
ACCT,4342,001,6.0,12.0,13.0,8.0,8.0,3.0,8.0,,1.0,1.0,,,,,,,,,"Johnson, Jennifer G","Bull, Garrett M",,,,
ACCT,4342,501,3.0,1.0,5.0,6.0,2.0,2.0,2.0,1.0,2.0,,,,1.0,,,,,,"Johnson, Jennifer G","Bull, Garrett M",,,,
ACCT,6194,SW1,,4.0,,,3.0,,,,,,,,1.0,,,,4.0,,"Johnson, Jennifer G",,,,,
ACCT,6202,0W1,,9.0,14.0,12.0,5.0,4.0,1.0,1.0,,,,,2.0,,,,,,"Janakiraman, Surya N","Liu, Ruichao",,,,
ACCT,6202,CH1,,24.0,4.0,1.0,,,,,,,,,,,,,,,"Sadka, Gil",,,,,
ACCT,6202,GW1,,7.0,2.0,4.0,2.0,2.0,,1.0,,,,,1.0,,,,,,"Sadka, Gil",,,,,
ACCT,6301,001,,34.0,2.0,4.0,5.0,,,,,,,,,,,,,,"Zhou, Yibin","Chen, Hangu",,,,
ACCT,6301,501,,30.0,5.0,9.0,2.0,2.0,1.0,1.0,,,,,,,,,,,"Zhou, Yibin","Chen, Hangu",,,,
ACCT,6301,0W1,,9.0,10.0,4.0,9.0,3.0,4.0,1.0,,,,,2.0,,,,4.0,,"Ali, Ashiq","Liu, Ruichao",,,,
ACCT,6301,GW1,,35.0,1.0,2.0,,,,,,,,,,,,,,,"Barden, John P",,,,,
ACCT,6301,MBC,,23.0,9.0,11.0,2.0,1.0,,,,,,,,,,,,,"Radhakrishnan, Suresh","Manoj Vasudha Shivaani, Fnu",,,,
ACCT,6301,MBP,,15.0,7.0,5.0,1.0,1.0,3.0,1.0,,,,,,,,,2.0,,"Radhakrishnan, Suresh","Manoj Vasudha Shivaani, Fnu",,,,
ACCT,6301,X01,,9.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,"Ali, Ashiq",,,,,
ACCT,6305,001,,10.0,5.0,11.0,4.0,5.0,3.0,,,,,,,,,,,,"Li, Ningzhong","Gu, Dongdi",,,,
ACCT,6305,501,,6.0,4.0,8.0,3.0,2.0,2.0,,,,,,,,,,,,"Li, Ningzhong","Gu, Dongdi",,,,
ACCT,6305,502,,8.0,5.0,9.0,3.0,3.0,3.0,,,,,,,,,,1.0,,"Li, Ningzhong","Gu, Dongdi",,,,
ACCT,6321,S01,,4.0,4.0,3.0,2.0,,,,,,,,,,,,,,"Scott, James",,,,,
ACCT,6330,0W1,,9.0,,2.0,6.0,,,10.0,,,,,,,,,8.0,,"Cready, William M","Wang, Xiao",,,,
ACCT,6331,501,,4.0,3.0,4.0,2.0,2.0,1.0,,,,,,1.0,,,,,,"Janakiraman, Surya N","Liu, Ruichao",,,,
ACCT,6332,501,,6.0,,,6.0,,,1.0,,,,,1.0,,,,,,"Zolton, Kathy","Weber, Josiah C",,,,
ACCT,6333,501,,14.0,,,10.0,,,7.0,,,,,,,,,2.0,,"Zolton, Kathy","Weber, Josiah C",,,,
ACCT,6333,PPA,,14.0,,,7.0,,,6.0,,,,,,,,,1.0,,"Zolton, Kathy","Weber, Josiah C",,,,
ACCT,6334,0W1,,6.0,,,7.0,,,1.0,,,,,1.0,,,,,,"Linsteadt, Chris C",,,,,
ACCT,6335,0W1,,16.0,11.0,13.0,12.0,,1.0,2.0,,,,,,,,,,,"Bortz, Tiffany A","Muse, Abigail M","Mckenzie, Dylan",,,
ACCT,6336,501,,10.0,12.0,5.0,,,,,,,,,,,,,,,"Mauriello, Joseph A","Goetsch, Wesley H",,,,
ACCT,6341,0W1,,20.0,1.0,3.0,4.0,3.0,,2.0,,,,,,,,,,,"Goodrich, Mary Beth W","Rashmi, Richa",,,,
ACCT,6344,0W1,,17.0,27.0,7.0,7.0,3.0,2.0,,,,,,,,,,,,"Gurun, Umit G","Gu, Dongdi",,,,
ACCT,6345,501,,3.0,9.0,3.0,4.0,2.0,1.0,,,,,,,,,,2.0,,"Janakiraman, Surya N","Liu, Ruichao",,,,
ACCT,6350,501,,17.0,8.0,8.0,2.0,,,,,,,,,,1.0,,,,"Solcher, Steven J","Li, Catherine X",,,,
ACCT,6353,501,,6.0,3.0,7.0,7.0,3.0,1.0,,,,,,,,,,1.0,,"Solcher, Steven J","Li, Catherine X",,,,
ACCT,6353,PPA,,7.0,10.0,7.0,6.0,,,,,,,,,,,,,,"Solcher, Steven J","Li, Catherine X",,,,
ACCT,6354,501,,14.0,2.0,6.0,9.0,,,,,,,,,,,,,,"Frost, Mark D",,,,,
ACCT,6356,501,,13.0,1.0,4.0,1.0,,2.0,,,,,,,,,,1.0,,"Gamino, John P",,,,,
ACCT,6365,501,,3.0,6.0,2.0,2.0,3.0,,2.0,,,,,1.0,,,,1.0,,"Cheng, Samuel",,,,,
ACCT,6374,0W1,,8.0,25.0,10.0,2.0,,,,,,,,,,,,,,"Mauriello, Joseph A","Gotham, Albert J","Goetsch, Wesley H",,,
ACCT,6377,501,,6.0,8.0,5.0,4.0,,,,,,,,,,,,,,"Ballew, Gregory",,,,,
ACCT,6380,501,,5.0,5.0,6.0,3.0,,,,,,,,,,1.0,,,,"Mauriello, Joseph A","Gotham, Albert J","Goetsch, Wesley H",,,
ACCT,6383,501,,3.0,2.0,9.0,4.0,2.0,,3.0,,,,,,,,,,,"Bracy, Dana","Li, Catherine X",,,,
ACCT,6386,001,,21.0,7.0,6.0,2.0,2.0,,,,,,,1.0,,,,1.0,,"Mauriello, Joseph A","Gotham, Albert J",,,,
ACCT,6392,501,,7.0,4.0,2.0,1.0,,,,,,,,,,,,1.0,,"Mauriello, Joseph A","Goetsch, Wesley H",,,,
ACN,6312,001,,5.0,2.0,3.0,,2.0,,,,,,,,,,,1.0,,"Fearon, Danielle","Behboudi, Mohammad Hossein",,,,
ACN,6312,004,,14.0,6.0,2.0,,1.0,,,,,,,1.0,,,,,,"Fearon, Danielle","Latteri, Christopher W",,,,
ACN,6330,0W1,,31.0,,,,,,2.0,,,,,,,,,,,"Hooge, Kimberley D",,,,,
ACN,6338,001,,16.0,,,2.0,,,1.0,,,,,1.0,,,,2.0,,"Sultana, Rukhsana",,,,,
ACN,6340,001,,4.0,3.0,,,2.0,,1.0,,,,,3.0,,,,3.0,,"Kroener, Sven",,,,,
ACN,6341,0W1,,19.0,2.0,,,,,,,,,,1.0,,,,1.0,,"Orrick, Erika D",,,,,
ACN,6345,001,,8.0,1.0,3.0,2.0,,,1.0,,,,,,,,,1.0,,"Rodriguez, Christa M",,,,,
ACN,6346,001,,16.0,3.0,2.0,2.0,,,1.0,,,,,1.0,,,,1.0,,"Thompson, Lucien T",,,,,
ACN,6372,001,,5.0,4.0,4.0,,5.0,,,,,,,,,,,1.0,,"Sadler, Katelyn E",,,,,
ACN,6373,0W1,,28.0,,1.0,1.0,,,,,,,,1.0,,,,,,"Jaquez, Kathryn M",,,,,
ACN,6388,001,,4.0,,1.0,1.0,,1.0,,,,,,1.0,,,,2.0,,"Kilgard, Michael P",,,,,
ACN,6395,001,,7.0,,,9.0,,,7.0,,,,,3.0,,,,1.0,,"Wig, Gagandeep S",,,,,
ACN,7372,001,,9.0,,,,,,,,,,,1.0,,,,,,"Shirazi, Vanessa J",,,,,
ACN,6V72,013,,,,,,,,,,,,,,,,,,13.0,"Golden, Richard M",,,,,
ACTS,4303,001,8.0,,1.0,,,1.0,1.0,2.0,3.0,1.0,1.0,,1.0,,,,,,"Makhijani, Neha","Liu, Jingzhou",,,,
ACTS,4304,001,,2.0,1.0,1.0,3.0,2.0,5.0,3.0,,,1.0,1.0,,,,,,,"Humphreys, Natalia","Xu, Xiufeng",,,,
ACTS,4307,001,5.0,3.0,4.0,4.0,2.0,,,,,,,,1.0,,,,,,"Hong, Liang","Yang, Haopeng",,,,
ACTS,4308,001,7.0,1.0,,2.0,3.0,2.0,1.0,1.0,1.0,,,2.0,10.0,,,,2.0,,"Makhijani, Neha","Yang, Haopeng",,,,
ACTS,4309,001,1.0,2.0,,2.0,3.0,2.0,1.0,4.0,1.0,,1.0,,,,,,,,"Humphreys, Natalia","Xu, Xiufeng",,,,
AHST,1304,001,20.0,21.0,22.0,10.0,10.0,8.0,4.0,6.0,3.0,2.0,,2.0,3.0,,,,3.0,,"McDonald, Jacquelyn D","Baigmoradi, Fatemeh",,,,
AHST,1304,002,49.0,24.0,16.0,6.0,3.0,4.0,3.0,2.0,3.0,,,2.0,2.0,,,,,,"McDonald, Jacquelyn D","Cai, Rebecca",,,,
AHST,2331,001,54.0,23.0,29.0,11.0,11.0,7.0,2.0,3.0,3.0,5.0,2.0,3.0,9.0,,,,4.0,,"Alibhai, AliAsgar H","Barnes, Claudia","Vega Mora, Brenda G","Zhang, Shengxin","Okwulogu, Maureen",
AHST,2331,HN1,13.0,7.0,3.0,2.0,,,,,,,,,,,,,,,"Hofland, Amy",,,,,
AHST,3313,001,12.0,9.0,8.0,,1.0,1.0,,1.0,1.0,,,,2.0,,,,1.0,,"Alibhai, AliAsgar H","Esmail, Fatima N",,,,
AHST,3324,501,2.0,19.0,7.0,8.0,7.0,,,,,,,,,,,,,,"Waligore, Marilyn",,,,,
AHST,4342,001,1.0,2.0,2.0,2.0,2.0,,,,1.0,,,,1.0,,,,,,"Terranova, Charissa N",,,,,
AHTC,1100,001,13.0,7.0,1.0,3.0,6.0,,,2.0,2.0,,,,5.0,,,,,,"Roberts, Jazzmyn C",,,,,
AHTC,1100,002,20.0,4.0,2.0,2.0,2.0,,,,,1.0,1.0,,4.0,,,,,,"Lara, Cynthia C",,,,,
AHTC,1100,003,28.0,3.0,,,1.0,,,,2.0,,,,5.0,,,,,,"Crabtree, Jacob D",,,,,
AHTC,1100,004,,24.0,,,1.0,,,9.0,,,,,4.0,,,,,,"Hasan, Nasreen",,,,,
AHTC,1100,005,18.0,1.0,6.0,4.0,1.0,3.0,1.0,,4.0,,,,1.0,,,,,,"Henderson, Kelley A",,,,,
AHTC,1100,0L1,14.0,9.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,"Lara, Cynthia C",,,,,
AHTC,1100,0L2,13.0,1.0,7.0,1.0,2.0,1.0,,,,1.0,1.0,,1.0,,,,,,"Henderson, Kelley A",,,,,
AHTC,1100,0L3,19.0,4.0,,1.0,2.0,,4.0,1.0,,,1.0,,6.0,,,,,,"Roberts, Jazzmyn C",,,,,
AMS,2300,001,,3.0,9.0,2.0,1.0,,,,2.0,,,,,,,,,,"Lusk, Marc L",,,,,
AMS,2300,002,3.0,2.0,4.0,6.0,1.0,,,,1.0,,,,2.0,,,,,,"Lusk, Marc L",,,,,
AMS,2341,001,,8.0,7.0,10.0,30.0,3.0,,1.0,,,,,10.0,,,,,,"Naqvi, Syed K",,,,,
AMS,2341,HN1,,9.0,5.0,3.0,1.0,,1.0,,,,,,,,,,,,"Smith, Erin",,,,,
AMS,2341,HN2,,19.0,6.0,,,,,,,,,,,,,,,,"Naqvi, Syed K",,,,,
AMS,3316,0W1,12.0,11.0,6.0,5.0,3.0,4.0,1.0,2.0,3.0,,1.0,,1.0,,,,,,"Winstead, Elizabeth L",,,,,
AMS,4300,5H1,3.0,8.0,,,1.0,2.0,,,1.0,,,,,,,,,,"Ross, Alyssa N",,,,,
AMS,4305,5H1,,1.0,2.0,3.0,2.0,3.0,,,1.0,,,,,,,,,,"Cotton, Scott C",,,,,
AMS,4379,0W1,8.0,6.0,3.0,1.0,2.0,1.0,,,,,1.0,,3.0,,1.0,,,,"Winstead, Elizabeth L",,,,,
ANGM,2303,001,15.0,22.0,32.0,8.0,2.0,2.0,,,,,,1.0,1.0,,,,,,"Grieshaber, Amy","Denner, Grace A","Piantino, Raquel C","Kim, Da Hyun",,
ANGM,2303,002,21.0,42.0,25.0,4.0,1.0,1.0,2.0,,1.0,1.0,,,2.0,,,,,,"Grieshaber, Amy","Piantino, Raquel C","Kim, Da Hyun","Denner, Grace A",,
ANGM,2305,0W1,11.0,12.0,9.0,1.0,4.0,7.0,2.0,1.0,1.0,,,,3.0,,,,6.0,,"Lim, Fengjie","Cressman, Benjamin I",,,,
ANGM,2309,0W1,27.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,,,,,3.0,,,,1.0,,"Griffin, Troy","Khamsehnezhad, Mozhdeh",,,,
ANGM,2310,0H1,103.0,38.0,37.0,26.0,19.0,5.0,8.0,10.0,4.0,,3.0,3.0,26.0,,,,6.0,,"Salter, Monika M","Lewis, Timothy M","Wood, Lorin W","Fernandez, Daniel S","De Sagun, Jerrick Jay A","Gutierrez, Joseph W"
ANGM,2315,001,12.0,23.0,18.0,10.0,11.0,10.0,4.0,3.0,6.0,,,,1.0,,,,1.0,,"Veras de Souza, Christine","Kusupati, Anish C","Clarke, Alissa C",,,
ANGM,2335,001,5.0,7.0,6.0,3.0,1.0,,,,,,,,1.0,,,,,,"Marks, David","Wu, Benjamin",,,,
ANGM,2345,001,4.0,6.0,3.0,4.0,8.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,"Gupta-Fitzgerald, Harold E",,,,,
ANGM,2345,002,4.0,4.0,4.0,,,,,,,1.0,1.0,2.0,2.0,,,,1.0,,"Marks, David",,,,,
ANGM,2345,003,6.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,,,,1.0,5.0,,,,2.0,,"Gupta-Fitzgerald, Harold E",,,,,
ANGM,2345,004,10.0,4.0,5.0,,1.0,,1.0,2.0,,,,2.0,3.0,,,,1.0,,"Marks, David",,,,,
ANGM,3305,001,3.0,5.0,3.0,4.0,4.0,4.0,3.0,1.0,,,1.0,,2.0,,,,,,"Doust-Haghighi, Elham",,,,,
ANGM,3305,002,,1.0,2.0,5.0,9.0,5.0,1.0,4.0,1.0,,,,,,,,1.0,,"Caldwell, Bryon A","Subochev, Andrei",,,,
ANGM,3306,001,2.0,,4.0,1.0,5.0,5.0,1.0,1.0,1.0,,1.0,1.0,4.0,,,,4.0,,"Salter, Monika M",,,,,
ANGM,3306,002,2.0,3.0,7.0,2.0,1.0,4.0,2.0,2.0,1.0,,2.0,1.0,2.0,,,,1.0,,"Boyd, Elizabeth S",,,,,
ANGM,3306,003,3.0,4.0,6.0,2.0,2.0,3.0,2.0,2.0,1.0,,,,2.0,,,,2.0,,"Boyd, Elizabeth S",,,,,
ANGM,3307,001,1.0,3.0,14.0,5.0,3.0,1.0,1.0,,1.0,,,,1.0,,,,,,"McCord, Peter A",,,,,
ANGM,3307,002,1.0,1.0,13.0,8.0,5.0,2.0,,,,,,,,,,,,,"McCord, Peter A",,,,,
ANGM,3308,001,,1.0,2.0,6.0,9.0,2.0,1.0,1.0,,,,,3.0,,1.0,,4.0,,"Johnson, Casey A",,,,,
ANGM,3308,002,,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,,,3.0,,,,5.0,,"Johnson, Casey A",,,,,
ANGM,3311,001,,2.0,,2.0,1.0,4.0,2.0,1.0,2.0,2.0,,1.0,,,,,2.0,,"Johnson, Casey A",,,,,
ANGM,3311,002,6.0,4.0,2.0,,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,"Lim, Fengjie",,,,,
ANGM,3312,101,1.0,5.0,3.0,6.0,3.0,1.0,1.0,,,,,1.0,,,,,2.0,,"Salter, Monika M",,,,,
ANGM,3315,001,3.0,4.0,11.0,4.0,1.0,3.0,,1.0,,,,1.0,1.0,,,,,,"Grieshaber, Amy",,,,,
ANGM,3338,001,16.0,1.0,1.0,2.0,1.0,,,,,1.0,,1.0,5.0,,,,,,"Griffin, Troy","Chaudhary, Anisha",,,,
ANGM,3338,002,11.0,5.0,6.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,2.0,,"Griffin, Troy",,,,,
ANGM,3365,001,3.0,10.0,9.0,,,1.0,2.0,1.0,1.0,,,,,,,,1.0,,"Christopher, Timothy V","Schoonover, Richard",,,,
ANGM,3365,002,4.0,9.0,12.0,,2.0,1.0,1.0,,,,,,1.0,,,,,,"Christopher, Timothy V","Schoonover, Richard",,,,
ANGM,3366,001,9.0,5.0,7.0,6.0,,2.0,,,,,,,1.0,,,,,,"Irby, Cameron L",,,,,
ANGM,3366,002,6.0,9.0,5.0,2.0,5.0,1.0,,1.0,,,,,,,,,,,"Wu, Hong-An",,,,,
ANGM,3366,003,9.0,2.0,5.0,,,,,,,,,,2.0,,,,,,"Murray, Jack A",,,,,
ANGM,3367,001,7.0,4.0,5.0,4.0,1.0,1.0,1.0,,,,,,6.0,,,,,,"Murray, Jack A",,,,,
ANGM,3367,002,1.0,5.0,5.0,8.0,4.0,,,,1.0,,1.0,,2.0,,,,3.0,,"Lewis, Timothy M","Obuobi, Samra",,,,
ANGM,3368,001,5.0,3.0,3.0,2.0,2.0,1.0,,,,,,,,,,,2.0,,"Lewis, Timothy M",,,,,
ANGM,3368,002,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,"Lim, Fengjie",,,,,
ANGM,3369,001,,27.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,"Evans, Monica J",,,,,
ANGM,3370,001,5.0,6.0,8.0,5.0,1.0,2.0,1.0,,,,,,1.0,,,,1.0,,"Lewis, Timothy M",,,,,
ANGM,3370,002,3.0,14.0,2.0,,,1.0,,,1.0,,,,2.0,,1.0,,2.0,,"Price, Jeffrey T",,,,,
ANGM,3372,001,4.0,10.0,,3.0,5.0,,,,,1.0,,,5.0,,,,,,"Gupta-Fitzgerald, Harold E",,,,,
ANGM,3373,101,9.0,,,,,,,,,,,,,,,,1.0,,"Marks, David",,,,,
ANGM,4305,001,,,5.0,3.0,4.0,2.0,2.0,3.0,,,,,,,,,,,"Caldwell, Bryon A",,,,,
ANGM,4305,002,,2.0,,3.0,6.0,5.0,1.0,1.0,,,,,1.0,,,,,,"McComber, Sean J",,,,,
ANGM,4306,001,3.0,4.0,5.0,3.0,2.0,2.0,4.0,,1.0,,,,1.0,,,,,,"Boyd, Elizabeth S",,,,,
ANGM,4309,001,1.0,3.0,3.0,3.0,3.0,2.0,,,1.0,,,,1.0,,,,,,"McComber, Sean J",,,,,
ANGM,4309,002,5.0,3.0,,2.0,2.0,1.0,2.0,,,,,,1.0,,,,2.0,,"Gardner, Frederick",,,,,
ANGM,4310,501,,11.0,14.0,3.0,,,,,,,,,,,,,1.0,,"Buxkamper, Adam M",,,,,
ANGM,4313,001,2.0,2.0,3.0,3.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,,"Lim, Fengjie",,,,,
ANGM,4317,001,,24.0,,,,,,,,,,,,,,,2.0,,"Johnson, Casey A",,,,,
ANGM,4317,002,,22.0,,,,,,,,,,,,,,,,,"McCord, Peter A",,,,,
ANGM,4321,001,3.0,13.0,5.0,,,,,,,,,,,,,,,,"Boyd, Elizabeth S",,,,,
ANGM,4338,001,,14.0,5.0,2.0,1.0,3.0,1.0,3.0,,,,,1.0,,,,,,"Farrar, Eric T",,,,,
ANGM,4365,001,5.0,3.0,6.0,,2.0,1.0,,,,,,,,,,,2.0,,"Christopher, Timothy V",,,,,
ANGM,4365,002,5.0,7.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,,"Christopher, Timothy V",,,,,
ANGM,4367,001,,3.0,8.0,8.0,2.0,3.0,,,2.0,,,2.0,1.0,,,,1.0,,"Chandler, Adam W",,,,,
ANGM,4368,001,5.0,8.0,6.0,5.0,,1.0,,,,,,1.0,3.0,,,,1.0,,"Chandler, Adam W",,,,,
ANGM,4373,001,,1.0,5.0,8.0,2.0,,2.0,,,,,1.0,,,,,,,"Caldwell, Bryon A",,,,,
ANGM,4376,001,25.0,,1.0,,,,,,,,,,,,,,,,"Lewis, Timothy M",,,,,
ANGM,4376,002,21.0,1.0,2.0,,,,,,,,,,,,,,,,"Chandler, Adam W",,,,,
ANGM,4379,001,10.0,1.0,,,1.0,3.0,,,1.0,,,1.0,1.0,,,,,,"Price, Jeffrey T",,,,,
ANGM,6312,001,,11.0,1.0,1.0,,1.0,,,,,,,,,,,,,"Griffin, Troy",,,,,
ANGM,6356,001,,10.0,,,1.0,,,,,,,,,,,,,,"Evans, Monica J",,,,,
ARAB,1311,001,4.0,3.0,,3.0,2.0,,,,,,,,1.0,,,,,,"Anjum, Zafar",,,,,
ARAB,3351,001,5.0,8.0,,3.0,,,,,,,,,1.0,,,,,,"Anjum, Zafar",,,,,
ARHM,2340,001,11.0,7.0,1.0,,,,,,,,,,,,,,,,"Avram, Danielle M",,,,,
ARHM,2343,HN1,4.0,7.0,1.0,,,,,,,,,,,,1.0,,1.0,,"Gossin, Pamela S",,,,,
